equipment_id,equipment_eq_id,equipment_name,department,wo_id,date_notified,urgency,problem,status,material_cost,labor_time,work_performed_by,owner,assigned_to,downtime_hours,completed_datetime,comments,attachments
743,EQ ID 743,General Maintenance Request,Maintenance,14321,01/10/2025,2. General Maint - High Priority,Restroom across from ML office has a loose handle and toilet is leaking water from the flush valve .,Closed and Completed,15,0.5,Mike d,,,0,01/10/2025 12:00 AM,Miguel Diaz - 01/10/25  1:28:49 PM: Tightened door cover and replaced vacuum breaker and gasket on the flush valve .,[]
743,EQ ID 743,General Maintenance Request,Maintenance,14391,01/16/2025,6. General Maint,"Lupe's chair is unstable, missing bolt.",Closed Without Action,0,0,maint,,,0,01/16/2025 12:00 AM,Miguel Diaz - 01/16/25  1:18:34 PM: Double entry for same issue closing work order,[]
743,EQ ID 743,General Maintenance Request,Maintenance,14518,01/29/2025,6. General Maint,Found several light bulbs out on the second floor all over .,Closed and Completed,120,2.5,Max,,,0,02/07/2025 12:00 AM,Miguel Diaz - 02/13/25  8:29:42 AM: replaced three drivers | Miguel Diaz - 01/29/25  7:09:40 AM: Replaced 3 bulbs found another three not working after replacing the bulb .Max will work on replacing the drivers .,[]
743,EQ ID 743,General Maintenance Request,Maintenance,14651,02/12/2025,2. General Maint - High Priority,Employee reported a leak in the Board room,Closed and Completed,990.63,4,AAA roofing,,,0,02/13/2025 12:00 AM,"Miguel Diaz - 02/17/25 12:43:15 PM: Cost is in to close out work order .Open attachment to view pictures if needed . | Miguel Diaz - 02/13/25 12:08:16 PM: AAA roofing stopped by and found the  potential leak and patched it for both areas board room and shipping area .They will send in the report when they turn it in .Work order will stay open till final cost is in . | Miguel Diaz - 02/12/25 10:48:18 AM: Tried to remove the ceiling tile but you cannot  remove it .Its being blocked in with the frame that holds the LED lights in place .
Placed a call with AAA roofing they will be here tomorrow for repairs .","[{'name': 'ROOF LEAK INVOICE WITH PICS 2-17-25.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/727?guid=7d856055-7271-4088-b58a-ae7d8800a1ba'}]"
743,EQ ID 743,General Maintenance Request,Maintenance,14665,02/13/2025,2. General Maint - High Priority,Found several lights not turning ON .Location  third floor parking structure .,Closed and Completed,0,1.5,Mike Max Gabriel,,,0,02/14/2025 12:00 AM,Miguel Diaz - 02/14/25  6:42:46 AM: Troubleshoot and found tripped breaker  in the Red back up lighting system for relays 1-2 .Lights are back ON . | Miguel Diaz - 02/13/25  8:32:15 AM: Troubleshooting with Watt stopper .,[]
743,EQ ID 743,General Maintenance Request,Maintenance,15077,03/14/2025,2. General Maint - High Priority,Found Bobrick Sign on the Tujunga facing wall with one light off .,Closed and Completed,60,1.6,Mike Gabriel,,,0,03/17/2025 12:00 AM,"Miguel Diaz - 03/17/25  9:09:47 AM: Troubleshoot replaced driver for LED light from the roof side .Boom is not long enough to reach it .
Part replaced Thomas research products  50W Constant -Current Dimmable LED Driver .",[]
743,EQ ID 743,General Maintenance Request,Maintenance,15644,05/06/2025,2. General Maint - High Priority,"I'm not sure if this should go to maintenance or engineering, but the faucet on the far left, towards the wellness room, on the top floor, keeps turning on by itself.",Closed and Completed,0,0.2,PU,,,0,05/06/2025 12:00 AM,"Primo Uy - 05/06/25 10:32:29 AM: Dirty sensor, wipe with wet paper towel to remove dirt. Its working properly now. Test all faucet and all are good.",[]
743,EQ ID 743,General Maintenance Request,Maintenance,16164,06/19/2025,2. General Maint - High Priority,The shredder in the copy room by the executive offices has been jammed. Can we get someone to fix it please. Thank you!,Closed and Completed,0,0.35,PU,,,0,06/19/2025 12:00 AM,Primo Uy - 06/19/25 10:22:42 AM: Done. Remove jammed paper inside the drum cutter. Shredder is now working.,[]
743,EQ ID 743,General Maintenance Request,Maintenance,16204,06/24/2025,2. General Maint - High Priority,"The cabinet in the Office services office has a broken lock, it may need to be replaced if cannot be fixed. This cabinet should always be locked which is why it is a high priority. Thank you!",Closed and Completed,0,0.35,PU,,,0,06/24/2025 12:00 AM,Primo Uy - 06/24/25 12:46:12 PM: It's a removable barrel key for extra security. I put it back in place. You need the key to put it back.,[]
743,EQ ID 743,General Maintenance Request,Maintenance,16321,07/09/2025,2. General Maint - High Priority,"Hello, My keyboard tray came completely out and cannot be reattached from what I can tell. There was a loose piece but seems to be completely broken now. If I can get a new one as soon as possible that would be great.",Closed and Completed,0,0.35,PU,,,0,07/09/2025 12:00 AM,Primo Uy - 07/09/25 12:09:50 PM: Done. installed Two Locking pin that was missing. Keyboard tray is now secured.,[]
743,EQ ID 743,General Maintenance Request,Maintenance,17750,11/20/2025,6. General Maint,"Hello,
I am moving desks and would like to know if I can get my keyboard tray moved to my new desk, or a new keyboard tray installed at my new desk. 
Can you also remove the keyboard tray next to Luis Ramon's desk? 
Thank you,
Celina",Closed and Completed,0,0.3,Max,,,0,11/20/2025 02:30 PM,Maksim Bushka - 11/20/25  2:57:04 PM: Switched the keyboard trays.,[]
743,EQ ID 743,General Maintenance Request,Maintenance,18685,03/09/2026,6. General Maint,Hi! May I also get a keyboard tray under my desk? Thank you!,Closed and Completed,0,1,Max,,,0,03/09/2026 07:00 PM,Maksim Bushka - 03/09/26  7:31:54 PM: Installed keyboard,[]
743,EQ ID 743,General Maintenance Request,Maintenance,20003,06/30/2026,6. General Maint,Alberto needs his standing desk and keyboard tray installed to his new desk area - the current desk where Stephanie Ruano sits. This will be need to be done before end of day tomorrow 7/1.,Closed and Completed,0,1,Max,,,0,07/01/2026 07:00 PM,Maksim Bushka - 07/01/26  7:55:00 PM: Switched the stand up desc,[]
1465,EQ ID 1465,Parking structure elevator,Maintenance,3968,01/13/2023,2. General Maint - High Priority,Employee reported elevator stops at mid floor and does not open .Employee then needs to re -touch the button/floor for it to continue to go up .,Closed and Completed,0,0,Kone Elevators,,,0,01/16/2023 12:00 AM,Miguel Diaz - 01/19/23 11:15:31 AM: Closing work order we are under contract no cost for fixing this button issues . | Miguel Diaz - 01/16/23  6:50:30 AM: Kone tech came out this past Friday and advised he made repairs all is in working order .Work order will stay open till final cost is in . | Miguel Diaz - 01/13/23  9:09:41 AM: I Placed a call to Kone elevators and added us on the service list they will send a tech out to look at our elevator in the parking structure .No date or time was given for them to show up .Elevator is still operational and has the issue intermittently.,[]
1465,EQ ID 1465,Parking structure elevator,Maintenance,6772,08/09/2023,2. General Maint - High Priority,City inspector requested our Parking elevator company(Kone) replace the governor rope get replaced asap for permit to be released .,Closed and Completed,0,16,Kone City Inspector,,,0,08/10/2023 12:00 AM,Miguel Diaz - 08/10/23 12:47:55 PM: Cable was replaced yesterday city inspector stopped by today and signed off on the work permit has been signed elevator has been returned for service | Miguel Diaz - 08/09/23  9:54:54 AM: Kone elevators was called and scheduled to be here today they are here now working and replacing the cable elevator will be down today and tomorrow till the inspector comes by in the morning and signs off on the permit .,[]
1465,EQ ID 1465,Parking structure elevator,Maintenance,14830,02/26/2025,6. General Maint,Found push  button loose,Closed and Completed,0,0.3,MD Gabriel,,,0,02/26/2025 12:00 AM,Miguel Diaz - 02/26/25  8:04:53 AM: Remove cover and tighten nut for push button .,[]
1466,EQ ID 1466,Employee elevator 1 Zone 42,Maintenance,10676,03/08/2024,2. General Maint - High Priority,Max advised we had  a power outage last night both Elevators say out of service,Closed Without Action,0,0,Mike Max,,,0,03/11/2024 12:00 AM,Miguel Diaz - 03/11/24 11:46:26 AM: After resetting it Saturday the unit started working Monday . | Miguel Diaz - 03/09/24  6:47:17 AM: Tried resetting both units and they would not reset we  found the seismic controller with the flashing light to replace the batteries .Replaced batteries and elevator 2 did reset but elevator 1 is not still says out of service .I have placed a call with Kone elevators they will be here Monday .Ref# 1610-4156,[]
1467,EQ ID 1467,Maintenance elevator 2 Zone 43,Maintenance,6881,08/17/2023,2. General Maint - High Priority,Elevator is stuck in the mezzanine floor,Closed and Completed,0,1,Kone Elevators,,,0,08/17/2023 12:00 AM,Miguel Diaz - 08/17/23 12:45:17 PM: Tech showed up and found the pulley with rope cable broke all parts have been replaced elevator is back in service . | Miguel Diaz - 08/17/23 10:08:32 AM: Elevator would not reset Kone elevators has been called in for service .,[]
1467,EQ ID 1467,Maintenance elevator 2 Zone 43,Maintenance,11516,05/03/2024,2. General Maint - High Priority,Elevator is out of service door is opened on the first floor and a cable can been seen hanging .,Closed Without Action,0,0,Kone elevators,,,0,07/10/2024 12:00 AM,Miguel Diaz - 07/10/24  1:46:12 PM: Closing work order No cost its under the service  contract | Miguel Diaz - 05/06/24  1:59:11 PM: Kone tech showed up and repaired the elevator cable .Work order will stay open till final cost is in . | Miguel Diaz - 05/06/24 12:22:59 PM: Placed a second call to Kone elevators .I was just advised they are reaching out to the tech who was given the work order for an update . | Miguel Diaz - 05/06/24  8:58:09 AM: Tech has not shown up i called Kone elevators for an ETA they advised they will call me back when they have that information . | Miguel Diaz - 05/04/24  7:22:12 AM: Kone elevator company  will be here Monday to look at the unit,[]
1475,EQ ID 1475,AC 2-1 Serving 2nd floor west,Maintenance,3274,11/16/2022,2. General Maint - High Priority,Wayne advised some areas on the second floor seem warm .,Closed and Completed,0,3,Max Mike,,,0,11/16/2022 12:00 AM,Miguel Diaz - 11/16/22  1:26:00 PM: After looking at the web controller i found  that AC 2-1 is not cooling properly .We found a blown  6 amp fuse  .Fuse has been replaced ac unit is working with no errors for alarms .,[]
1475,EQ ID 1475,AC 2-1 Serving 2nd floor west,Maintenance,3276,11/16/2022,2. General Maint - High Priority,after replacing a 6 amp fuse the AC worked for 5 minutes then shut down alarms are Compressor trip CKT1 and low refrigerant charge ckt2,Closed and Completed,2454.59,8,Acco tech,,,0,12/14/2022 12:00 AM,Miguel Diaz - 12/14/22 11:37:29 AM: Cost is in . | Miguel Diaz - 11/18/22  7:13:47 AM: Acco was here yesterday and replaced 2 contact relays .He also found a wire that was shorting out on the pipe that goes to the compressor .lastly he added Freon to one of the compressor ckt.Work order will stay open till final cost is in .Follow up quote will be provided for additional work that is needed . | Miguel Diaz - 11/16/22  1:36:20 PM: Placed a call to Acco Chris will stop by tomorrow morning to look at the unit .,[]
1475,EQ ID 1475,AC 2-1 Serving 2nd floor west,Maintenance,4729,01/12/2023,2. General Maint - High Priority,Circuit 2 low of refrigerant Acco tech followed up with a proposal to fix it .,Closed and Completed,4917,12,Acco Tech Chris,,,0,03/06/2023 12:00 AM,Miguel Diaz - 03/08/23 11:40:26 AM: Tech made the repairs open attachment to view tech notes if needed .,"[{'name': 'AC 2-1 Circuit 2 low of refrigerant repairs 1-7-2023.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/240?guid=aaaa5538-258c-4fff-b49d-b0d4c0f4f6e4'}]"
1475,EQ ID 1475,AC 2-1 Serving 2nd floor west,Maintenance,10112,01/25/2024,2. General Maint - High Priority,AC has a compressor circuit tripped,Closed and Completed,17585,8,Acco,,,0,04/02/2024 12:00 AM,Miguel Diaz - 04/02/24  6:52:06 AM: Acco replaced tandem compressors yesterday . | Miguel Diaz - 03/14/24  8:39:08 AM: Attached compressor contract with cost in attachments if needed | Miguel Diaz - 03/07/24  7:18:27 AM: Crank case heaters have been replaced on the unit work order will stay open till final cost is in . | Miguel Diaz - 01/25/24  1:59:53 PM: Acco is working on the unit half of the unit is running the other is off waiting for parts .Josh advised he is waiting for two crank case heaters .,"[{'name': 'AC 2-2 Ckt -2 Compressor Replacement Rev 031324.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/554?guid=e5745871-0144-4120-898d-aa9deb069bc5'}]"
1475,EQ ID 1475,AC 2-1 Serving 2nd floor west,Maintenance,12864,08/26/2024,2. General Maint - High Priority,Found AC unit with compressor trip ckt 2 alarm .,Closed and Completed,3645,4,Acco tech,,,0,09/03/2024 12:00 AM,Miguel Diaz - 09/03/24 11:55:22 AM: Fan motor has been replaced .Open attachment to view bid contract if needed | Miguel Diaz - 08/27/24  9:48:45 AM: Acco tech advised he found one condenser fan  faulty and tripped the circuit blowing 2 fuses .He has disconnected the fan and replaced both fuses circuit 2 is back up and running with 2 fans instead of the three it uses .Acco will provide a Quote and parts availability  . | Miguel Diaz - 08/26/24  8:49:44 AM: Acco is coming out tomorrow for troubleshooting .Unit is running on ckt 1.,"[{'name': 'AC #2-1 CFM Replacement 082824.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/623?guid=d15f9754-9c05-49e5-a42b-fe1987c61f90'}]"
1475,EQ ID 1475,AC 2-1 Serving 2nd floor west,Maintenance,13848,11/18/2024,2. General Maint - High Priority,Found equipment alert for AC 2-1 with a Compressor trip ckt 2 tripped .Reached out to Acco to come in and troubleshoot the unit .,Closed and Completed,3445,5,Acco techs,,,0,01/23/2025 12:00 AM,Miguel Diaz - 01/23/25 11:02:37 AM: Acco tech showed up and found a blown 6 amp fuse .He replaced the fuse alarm is now gone circuit 2 is back up  . | Miguel Diaz - 01/23/25  6:57:52 AM: Acco techs came in yesterday to repair the unit they advised the unit got two sensors replaced and was charged back up .Found unit with alarm still showing circuit 2 tripped advised them of my findings. They will be returning for more troubleshooting today . | Miguel Diaz - 11/20/24  1:22:09 PM: Acco tech Josh advised he found a high pressure switch bad .Part will be ordered .Unit is still working with ckt1 .,[]
1475,EQ ID 1475,AC 2-1 Serving 2nd floor west,Maintenance,14523,01/28/2025,2. General Maint - High Priority,Equipment is showing tripped compressor CKT 2 again,Closed and Completed,0,3,Acco tech,,,0,02/26/2025 12:00 AM,Miguel Diaz - 02/26/25  9:28:52 AM: Acco tech showed up this morning and replaced two contactors for stage 2 compressors they advised unit turned on for stage 2 .Equipment alert is gone on the web control .Closing work order . | Miguel Diaz - 01/31/25  6:11:09 AM: Allan stopped by yesterday and troubleshooted a bit he advised they need to come back out and look over the wires something is causing this tripp error fuse was not Popped .No date was given . | Miguel Diaz - 01/29/25  1:39:27 PM: Acco is aware and will be coming out to troubleshoot .,[]
1476,EQ ID 1476,AC 2-2 Serving 2nd floor east,Maintenance,5674,05/08/2023,2. General Maint - High Priority,Circuit 2 is showing low refrigerant .,Closed and Completed,5535,8,Acco tech Chris,,,0,05/11/2023 12:00 AM,"Miguel Diaz - 05/15/23  8:16:24 AM: Isolate circuit from operation.
? Perform a refrigerant leak check on the unit and identify source of leak(s).
? Remove and rebuild (1) TXV.
? Furnish (2) warehouse furnace thermostats per the request of the facilities team and leave on site.
? Furnish and install (1) refrigerant filter drier.
? Charge circuit with 41 LBS of new R-410 refrigerant.
? Start-up circuit and verify unit operation upon completion of the repair. | Miguel Diaz - 05/15/23  7:18:17 AM: Reached out to Acco Chris provided a quote and came out and did the repairs unit is back up and running work order will stay open till final cost is in .","[{'name': 'AC #2-2 Leak Check and Repair 1 Circuit 050923.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/278?guid=a45f73be-860e-47a0-9a3c-99ea085c0303'}]"
1476,EQ ID 1476,AC 2-2 Serving 2nd floor east,Maintenance,10220,02/05/2024,2. General Maint - High Priority,AC is not working reported by Wayne,Closed and Completed,0,0.5,Max Mike,,,0,02/05/2024 12:00 AM,Miguel Diaz - 02/05/24  1:51:58 PM: Max Found the unit with no power at the breaker on the roof reset breaker on the first floor .AC is back on .,[]
1476,EQ ID 1476,AC 2-2 Serving 2nd floor east,Maintenance,10591,03/01/2024,2. General Maint - High Priority,Found AC unit with alarm message Compressor trip --CKT2,Closed and Completed,525,0,Acco,,,0,03/07/2024 12:00 AM,Miguel Diaz - 03/25/24 12:55:12 PM: Tech troubleshoot the issue and found both compressor on 2B need to be replaced closing this work order another is open for the same thing | Miguel Diaz - 03/14/24  8:36:25 AM: Chris from acco advised he found one bad compressor and that both need to be replaced since they are in tandem .Po being approved and acco will order the parts . | Miguel Diaz - 03/01/24  6:37:33 AM: Advised Acco lead of the issue  they will send someone to look at it .,[]
1476,EQ ID 1476,AC 2-2 Serving 2nd floor east,Maintenance,10666,03/07/2024,2. General Maint - High Priority,Ac unit is tripping the  breaker at the DB  its done it 3 times,Closed and Completed,17585,16,Acco,,,0,04/03/2024 12:00 AM,Miguel Diaz - 04/08/24 11:37:47 AM: Cost is in to close out the work order .Open attachments to view tech notes if needed | Miguel Diaz - 03/25/24 12:56:44 PM: Tech found that compressor 2b has shorted to ground and needs to be replaced .Both tandem compressors need to be replaced .Quote has been approved Acco is waiting for the parts . | Miguel Diaz - 03/07/24 12:27:04 PM: Acco is on the way to troubleshoot the unit .,"[{'name': 'AC 2-2 Ckt -2 Compressor Replacement Rev 031324.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/561?guid=c416390c-926c-4423-869e-fdd4bcda2fac'}]"
1476,EQ ID 1476,AC 2-2 Serving 2nd floor east,Maintenance,11623,05/09/2024,2. General Maint - High Priority,AC Unit has an alarm message advising compressor tripped Ckt2,Closed and Completed,0,2,Acco,,,0,05/09/2024 12:00 AM,Miguel Diaz - 05/10/24  8:07:57 AM: Acco was onsite yesterday they advised Trane gave them the wrong Contactor when they were here a month ago replacing tandem compressors .This is why the fuse would  pop .After replacing the contactor with the correct one the alarm message is gone .,[]
1476,EQ ID 1476,AC 2-2 Serving 2nd floor east,Maintenance,11801,05/22/2024,2. General Maint - High Priority,Acco tech that was onsite found an electrical board that was shorted out .,Closed Without Action,0,0,md,,,0,05/22/2024 12:00 AM,Miguel Diaz - 05/22/24 12:43:43 PM: wrong machine | Miguel Diaz - 05/22/24 12:37:40 PM: Acco will open up a service call ticket to come out and check the damaged part and order a replacement .,[]
1478,EQ ID 1478,AC 2-4 Serving 2nd Floor back offices including HR,Maintenance,1042,03/21/2022,4. Prod Continuing but Affected Equipment stopped,Employee reported unit is blowing hot air,Closed and Completed,1789.5,6.5,Chris from ACCO,,,0,03/22/2022 12:00 AM,"Miguel Diaz - 06/24/22  8:10:57 AM: 3/14/22: Arrived on-site and began inspecting VAV box #2-37 AC 2-4which served the VP's office in the HR department on the 2nd floor. Found the VAV box had a short ALC controller which will need to be replaced. Temporarily left the damper cracked open manually until the replacement can be ordered.
3/21/22: Picked up new VAV controller from Commerce. Scheduled on-site installation for the next day. 3/22/22: Arrived on-site with new VAV controller
for Zone #2-37 serving the VP&rsquo;s office. | Miguel Diaz - 04/06/22  7:32:37 AM: Chris from acco came in and replaced the VAV Controller .All is back to normal .work order will stay open till final cost is in .","[{'name': 'VAV box # 2-37 Repair  in hr department.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/63?guid=c5e79303-cb96-4f43-ac18-921d8499524f'}]"
1478,EQ ID 1478,AC 2-4 Serving 2nd Floor back offices including HR,Maintenance,6779,08/09/2023,6. General Maint,Employee reported Car wash room with VAV 2-36 to be very hot with a temp of 89,Closed and Completed,440,4,Acco Tech Chris,,,0,08/10/2023 12:00 AM,Miguel Diaz - 10/20/23  1:01:15 PM: Cost is in | Miguel Diaz - 09/19/23  9:04:04 AM: Valve was replaced last week work order will stay open till final cost is in . | Miguel Diaz - 08/10/23  1:11:20 PM: Chris was here today and checked the VAV 2-36  and found the controller to be good he did find the valve and actuator needs to be replaced they both come as a kit he gave us an ETA of next Friday  8-18-23 or sooner . | Miguel Diaz - 08/09/23  1:30:59 PM: Troubleshoot found VAV 2-36 controller unresponsive and stuck at the minimum position called Chris from ACCO he advised to power down the controller and shut one side of the water OFF  until he can stop by tomorrow to check it out .Chris will stop by tomorrow to look at VAV 2-36 located in HR Office.,[]
1478,EQ ID 1478,AC 2-4 Serving 2nd Floor back offices including HR,Maintenance,6992,08/25/2023,2. General Maint - High Priority,Found AC 2-4 off with Equipment alert supply fan fail,Closed and Completed,0,0.5,"Max ,Mike",,,0,08/25/2023 12:00 AM,Miguel Diaz - 08/25/23  7:31:34 AM: Turned power off and and reset unit is back on .,[]
1478,EQ ID 1478,AC 2-4 Serving 2nd Floor back offices including HR,Maintenance,6997,08/25/2023,2. General Maint - High Priority,AC unit 2-4 is having issues supply fan was  turning off and on in the morning now the supply air temp is at 82.8 .I will be shutting the unit off at the roof .,Closed and Completed,440,3,Acco Max,,,0,09/14/2023 12:00 AM,Miguel Diaz - 09/18/23  1:36:43 PM: Cost is in to close out work order .Open attachment to view work order if needed | Miguel Diaz - 08/28/23 10:58:57 AM: Acco arrived on site and started troubleshooting  AC 2-4. Max was also up there he was moving wires back in when a red wire started the ac back on which means that wire was shorting out when touching the cover .This was the source of the issue .Wire was fixed AC is back on and working properly .Work order will stay open till final cost is in . | Miguel Diaz - 08/25/23 12:09:12 PM: Acco will be on site Monday (8-28)  morning for this repair and other planned repairs .,"[{'name': 'AC 2-4 REPAIR 9-14-23.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/409?guid=c2fdab0b-0752-4bc3-96e8-fdee3a78d44b'}]"
1480,EQ ID 1480,AC M-1 Serving mezzanine floor east,Maintenance,1261,04/29/2022,1. Prod Stopped,Employee reported room being warm @76 degrees,Closed and Completed,703.42,4.5,Chris from Acco,,,0,05/02/2022 12:00 AM,Miguel Diaz - 05/11/22 12:48:12 PM: Cost is in to close out work order open attachment to view tech notes if needed | Miguel Diaz - 05/02/22  1:53:41 PM: AC unit is back up running .Work order will stay open till final cost is in . | Miguel Diaz - 05/02/22 12:49:21 PM: Chris found the compressor contactor welded closed that is the reason why the unit was freezing over because it wouldn't shut off .He left outside to purchase two aux switches for the new  contactors .He is working on it now . | Miguel Diaz - 05/02/22  7:58:04 AM: Acco tech will stop by today between 10 am -11 am . | Miguel Diaz - 04/29/22  2:58:27 PM: AC monitor is displaying supply fan failure message for AC M-1.Went up on the roof and found unit frozen Shut off unit @ the disconnect on the roof .Called ACCO dispatch unit and placed us on the board for Monday 5-2-22.Open attachments to view pictures if needed .,"[{'name': 'ac m-11.jpg', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/20?guid=76bc6ec7-3842-4c03-862e-1ccd126cd247'}, {'name': 'ac m-1.jpg', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/21?guid=76bc6ec7-3842-4c03-862e-1ccd126cd247'}, {'name': 'M-1 repair 5-10-22.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/30?guid=76bc6ec7-3842-4c03-862e-1ccd126cd247'}]"
1480,EQ ID 1480,AC M-1 Serving mezzanine floor east,Maintenance,2311,09/02/2022,4. Prod Continuing but Affected Equipment stopped,Found AC M-1off with Equipment alert supply fan fail .,Closed and Completed,0,1,Mike Diaz,,,0,09/02/2022 12:00 AM,"Miguel Diaz - 09/02/22  8:59:20 AM: Troubleshoot found overload for evaporator fan tripped found setting to be @ 10 when name plate says FLA 12.6 Max which should be set at 13 if it trips again the setting will be moved .
AC is back ON.",[]
1480,EQ ID 1480,AC M-1 Serving mezzanine floor east,Maintenance,4988,03/23/2023,2. General Maint - High Priority,Unit making like vibration noise above Matt L office .,Closed and Completed,4545,16,Acco tech Chris,,,0,03/27/2023 12:00 AM,"Miguel Diaz - 04/17/23  9:01:11 AM: Cost is in to close out this work order open attachment to view tech notes if needed . | Miguel Diaz - 03/29/23  8:10:51 AM: Acco replaced the motor ,pulleys with belt this past Monday  3-27-23 .Unit is working properly .
Work order will stay open till final cost is in . | Miguel Diaz - 03/23/23  9:38:45 AM: Unit services mezzanine floor we shut unit off till Chris from Acco comes in later today for repairs .
Power is off at the roof disconnect if needed to be turned back on .","[{'name': 'AC M-1 loud noises invoice 4-1-2023.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/261?guid=59b54179-10ac-421d-99b7-ee1ed76f08fc'}]"
1480,EQ ID 1480,AC M-1 Serving mezzanine floor east,Maintenance,6880,08/17/2023,6. General Maint,Found M-1 AC OFF with alarm showing supply fan failure,Closed and Completed,10,1,Mike Diaz,,,0,08/17/2023 12:00 AM,Miguel Diaz - 08/17/23  8:52:07 AM: Troubleshoot replaced a few hoses 1/4 that controls the supply fan they were loose with condensation this will give this error .AC unit is back on and running with out issues.,[]
1480,EQ ID 1480,AC M-1 Serving mezzanine floor east,Maintenance,6942,08/22/2023,2. General Maint - High Priority,While checking the AC units i found mezzanine floor AC off with again with supply fan failure,Closed and Completed,0,0.3,Mike D,,,0,08/28/2023 12:00 AM,Miguel Diaz - 08/28/23  7:49:35 AM: Closing work order for now they have other open work orders to look at this unit is working at the moment | Miguel Diaz - 08/22/23  8:32:56 AM: AC is back on leaving work order open for AC tech to look into  this is a re-occurring issue | Miguel Diaz - 08/22/23  7:42:04 AM: Chris will be here tomorrow morning | Miguel Diaz - 08/22/23  7:32:34 AM: Called Acco dispatch to put us in for service no ETA was given,[]
1480,EQ ID 1480,AC M-1 Serving mezzanine floor east,Maintenance,7285,09/19/2023,2. General Maint - High Priority,Found AC unit off error message displayed supply fan fail,Closed and Completed,0,0.4,Max Mike,,,0,09/19/2023 12:00 AM,"Miguel Diaz - 09/19/23  1:11:08 PM: Troubleshoot shut power off at disconnect disconnect hoses at pressure switch and reconnect AC unit is back on .
Alarm is gone  ACCO is aware of the re-occuring issue and will schedule a part replacement .",[]
1480,EQ ID 1480,AC M-1 Serving mezzanine floor east,Maintenance,10111,01/25/2024,2. General Maint - High Priority,Found unit off this morning displaying  communications error.,Closed and Completed,2000,3.5,Acco tech,,,0,01/29/2024 12:00 AM,Miguel Diaz - 02/13/24 10:15:20 AM: Cost is in to close out work order .Open attachment to view tech notes if needed . | Miguel Diaz - 01/30/24  8:05:04 AM: Acco techs have replaced the condenser fan motor Ac is back up and running normally .Work order will stay open till final cost is in . | Miguel Diaz - 01/29/24  7:24:03 AM: AC is back up and running on remaining fan motors tech is out purchasing the fan motor . | Miguel Diaz - 01/25/24  1:18:31 PM: Tech found fan motor shorted he is checking availability and pricing.,"[{'name': 'M-1 & 1-2 issues invoice for 1-30-24.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/533?guid=f7425da9-5e13-4aeb-ae9e-725c0f01ab10'}]"
1481,EQ ID 1481,AC 1-1 Serving TPF 1st floor south west,Maintenance,8070,11/17/2023,2. General Maint - High Priority,AC 1-1 has stopped working and has an error of supply fan failure . Micro output alarm input micro alarm .,Closed and Completed,1955,4,Acco tech Chris Mike d,,,0,11/27/2023 12:00 AM,Miguel Diaz - 04/08/24 11:34:30 AM: Cost is in | Miguel Diaz - 01/29/24  7:23:53 AM: AC is back up and running on remaining fan motors tech is out purchasing the fan motor . | Miguel Diaz - 12/18/23 10:56:25 AM: Acco Tech will be here tomorrow morning to replace the fan current switch . | Miguel Diaz - 11/27/23 12:04:27 PM: Acco tech came in today and replaced the condenser fan motor AC unit is back up and running with all 4 fan motors .Work order will stay open till final cost is in . | Miguel Diaz - 11/21/23 10:58:04 AM: Acco tech returned today and replaced the blown fuse and removed the  wiring for the one bad motor AC is back up and running .Tech will return sometime next week when they receive the new motor . | Miguel Diaz - 11/20/23  2:01:03 PM: Acco tech Chris showed up this afternoon after troubleshooting he advised he found a 30 amp fuse blown and a bad condenser fan motor.He will get the parts needed to get the AC back up and running .No ETA was given . | Miguel Diaz - 11/17/23 11:35:58 AM: Troubleshoot found all fuses  good checked fan proving switch found water in the lines after cleaning them the ac would still not come back on line .Acco has been called in for service  waiting for the call back to see when they will be making  it out .Provided  tpf office with a floor fan for now .,[]
